traffic_type,dlBytes,dlMcs,dlBler,ulBytes,ulMcs,ulBler,ri,phr,pcmax,rsrq,sinr,rsrp,rssi,cqi,pucchSnr,puschSnr,ue_id,timestamp,cellid,in_sync,idx
0,0.004369559,0.333333333,2.53e-05,0.011178382,0.45,0.0,0,0.475,0.981481481,0.976744186,0.588235294,0.727272727,0.406060606,1.0,0.418604651,0.441860465,0.0,0.11417984,0,0,27500
0,0.006766116,0.740740741,0.160377635,0.237532642,0.65,0.131518,0,0.625,0.962962963,1.0,1.0,0.939393939,0.333333333,1.0,0.395348837,0.441860465,0.0,0.075625974,0,0,4097
0,0.00375142,0.333333333,0.0,0.014807578,0.45,0.110511,0,0.725,1.0,0.976744186,0.632352941,0.515151515,0.536363636,1.0,0.418604651,0.279069767,0.823529412,0.999814769,0,0,43380
0,0.016307079,0.333333333,0.0,0.419207306,0.45,0.0,0,0.575,0.981481481,1.0,0.882352941,0.878787879,0.390909091,1.0,0.465116279,0.395348837,0.0,0.073664733,0,0,24118
0,0.033743229,0.333333333,0.0,0.954612858,0.45,0.0,0,0.75,0.981481481,1.0,1.0,0.939393939,0.445454545,1.0,0.441860465,0.406976744,0.058823529,0.000761689,0,0,3545
1,0.005572114,0.333333333,0.0,0.014363831,0.55,0.011853,0,0.675,0.962962963,1.0,0.852941176,0.757575758,0.424242424,1.0,0.441860465,0.744186047,0.0,0.888257306,0,0,8278
1,0.00994467,0.740740741,0.091330461,0.027410406,0.55,0.170031,0,0.475,0.962962963,0.976744186,0.602941176,0.848484848,0.324242424,1.0,0.441860465,0.453488372,0.176470588,0.99745859,0,0,40263
1,0.000493,0.62962963,0.053640722,0.005530504,0.5,0.020311,0,0.425,0.981481481,1.0,0.941176471,0.696969697,0.424242424,1.0,0.395348837,0.38372093,0.705882353,0.998184529,0,0,34301
0,0.052522466,0.333333333,0.0,0.117583547,0.45,0.0,0,0.775,0.981481481,1.0,1.0,0.878787879,0.46969697,1.0,0.465116279,0.38372093,0.0,0.053624731,0,0,28143
0,0.001168269,0.518518519,0.0,0.008626354,0.8,0.008103,0,0.7,0.981481481,1.0,1.0,0.909090909,0.424242424,1.0,0.441860465,0.406976744,0.176470588,0.074783568,0,0,21791
1,0.026316611,0.555555556,0.136765857,0.101740257,0.65,0.056764,0,0.575,0.962962963,0.976744186,0.632352941,0.757575758,0.375757576,1.0,0.441860465,0.395348837,0.176470588,0.997403055,0,0,39501
1,0.014179431,0.740740741,0.226108128,0.010648642,0.0,0.050395,0,0.425,1.0,0.976744186,0.794117647,0.575757576,0.678787879,1.0,0.441860465,0.244186047,0.235294118,0.997605651,0,0,29900
1,0.022308489,0.666666667,0.0,0.018443448,0.6,0.281796,0,0.35,0.962962963,1.0,0.897058824,0.787878788,0.424242424,1.0,0.418604651,0.441860465,0.0,0.926061389,0,0,37399
1,0.006941344,0.740740741,0.054901525,0.004283294,0.8,0.054749,0,0.5,0.962962963,1.0,0.882352941,0.636363636,0.375757576,1.0,0.441860465,0.453488372,0.0,0.925904479,0,0,24954
0,0.003504859,0.444444444,8.89e-05,0.00849757,0.2,0.020033,0,0.375,0.981481481,0.976744186,0.632352941,0.727272727,0.424242424,1.0,0.488372093,0.395348837,0.0,0.11408718,0,0,27076
1,0.013204682,0.37037037,0.033168829,0.034662963,0.5,4e-06,0,0.525,0.981481481,0.976744186,0.705882353,0.606060606,0.496969697,1.0,0.441860465,0.372093023,0.0,0.888873164,0,0,11062
1,0.022111218,0.518518519,0.01138259,0.018032827,0.45,0.002135,0,0.375,0.981481481,1.0,0.911764706,0.787878788,0.424242424,1.0,0.465116279,0.406976744,0.0,0.925889836,0,0,37367
1,0.269768906,0.407407407,0.00693745,0.034089325,0.5,0.000842,0,0.725,0.981481481,1.0,0.970588235,0.909090909,0.342424242,1.0,0.441860465,0.430232558,0.0,0.889964147,0,0,30278
0,0.133938258,0.62962963,0.033195096,0.157246544,0.65,0.072982,0,0.725,0.962962963,1.0,1.0,0.909090909,0.406060606,1.0,0.465116279,0.430232558,0.058823529,0.999781332,0,0,43073
0,0.00555561,0.814814815,0.090304038,0.014462601,0.8,0.096636,0,0.45,0.962962963,1.0,1.0,0.878787879,0.315151515,1.0,0.441860465,0.476744186,0.058823529,0.055033615,0,0,25781
1,0.083406383,0.851851852,0.106875319,0.132813195,0.55,0.035681,0,0.525,0.962962963,1.0,0.867647059,0.818181818,0.3,1.0,0.418604651,0.5,0.058823529,0.999565464,0,0,18067
0,0.001833535,0.37037037,0.0,0.012413964,0.5,0.000652,0,0.675,0.981481481,1.0,1.0,0.96969697,0.424242424,1.0,0.418604651,0.441860465,0.176470588,0.074900923,0,0,22328
1,0.006313898,0.222222222,0.929560689,6.16e-05,0.3,0.94284,0,0.5,0.981481481,0.953488372,0.573529412,0.787878788,0.912121212,0.0,0.0,0.011627907,0.176470588,0.99819786,0,0,34543
1,0.005464341,0.62962963,0.050656416,0.014158879,0.5,0.13367,0,0.575,0.981481481,0.976744186,0.661764706,0.727272727,0.375757576,1.0,0.465116279,0.395348837,0.176470588,0.997441981,0,0,40035
0,0.015564628,0.37037037,0.0,0.445471879,0.5,0.00523,0,0.775,0.981481481,1.0,1.0,0.909090909,0.363636364,1.0,0.395348837,0.453488372,0.058823529,8.87e-05,0,0,15439
0,0.001079628,0.37037037,0.0,0.000979109,0.65,0.002577,0,0.5,0.962962963,0.976744186,0.764705882,0.545454545,0.375757576,1.0,0.465116279,0.779069767,1.0,0.999886668,0,0,44109
0,0.033716199,0.333333333,0.0,0.954510804,0.45,0.0,0,0.8,0.981481481,1.0,1.0,0.848484848,0.536363636,1.0,0.395348837,0.313953488,0.058823529,0.000704869,0,0,3285
0,0.052508008,0.333333333,0.0,0.117528211,0.45,0.0,0,0.775,0.981481481,1.0,1.0,0.939393939,0.46969697,1.0,0.465116279,0.360465116,0.0,0.053593917,0,0,28002
0,0.006939973,0.777777778,0.078069799,0.168366953,0.75,0.117205,0,0.525,0.962962963,1.0,0.985294118,0.818181818,0.306060606,1.0,0.372093023,0.465116279,0.058823529,0.056259786,0,0,23331
1,0.014264862,0.740740741,0.106726811,0.036624342,0.5,0.117324,0,0.35,0.981481481,0.976744186,0.764705882,0.575757576,0.536363636,1.0,0.418604651,0.325581395,0.0,0.888938289,0,0,11360
0,0.016709437,0.333333333,0.0,0.421782896,0.45,0.0,0,0.6,0.981481481,1.0,0.911764706,0.878787879,0.496969697,1.0,0.418604651,0.348837209,0.0,0.073751055,0,0,24513
0,0.006899038,0.666666667,0.051785886,0.002997249,0.4,0.12138,0,0.575,0.981481481,1.0,0.911764706,0.666666667,0.496969697,1.0,0.418604651,0.302325581,1.0,0.999966782,0,0,44787
0,0.00425807,0.851851852,0.13178629,0.128221808,0.65,0.082164,0,0.625,0.981481481,1.0,1.0,0.939393939,0.354545455,1.0,0.395348837,0.465116279,0.0,0.075558853,0,0,3839
1,0.425738383,0.703703704,0.1168587,0.927225281,0.7,0.049036,0,0.55,0.962962963,0.976744186,0.779411765,0.666666667,0.406060606,1.0,0.465116279,0.38372093,0.0,0.923503033,0,0,21155
0,0.007807697,0.814814815,0.131467048,0.186281813,0.75,0.059301,0,0.525,0.962962963,1.0,0.970588235,0.818181818,0.342424242,1.0,0.418604651,0.441860465,0.058823529,0.056276614,0,0,23408
0,0.01389957,0.37037037,1.72e-05,0.018038421,0.45,0.014999,0,0.775,0.981481481,0.976744186,0.661764706,0.575757576,0.46969697,1.0,0.279069767,0.709302326,0.823529412,0.999913767,0,0,44480
0,0.015470906,0.333333333,0.0,0.444737187,0.45,2e-06,0,0.8,0.981481481,1.0,1.0,0.909090909,0.363636364,1.0,0.441860465,0.453488372,0.058823529,6.56e-05,0,0,15333
0,0.016725964,0.333333333,0.0,0.421847635,0.45,0.0,0,0.7,0.981481481,1.0,1.0,0.909090909,0.496969697,1.0,0.418604651,0.348837209,0.0,0.073774439,0,0,24620
0,0.015240242,0.333333333,0.0,0.443530327,0.55,0.003889,0,0.75,0.981481481,1.0,1.0,0.939393939,0.375757576,1.0,0.418604651,0.418604651,0.058823529,2.67e-05,0,0,15155
0,0.003939704,0.444444444,0.000216195,0.00980632,0.5,2e-05,0,0.425,0.981481481,0.976744186,0.602941176,0.757575758,0.424242424,1.0,0.395348837,0.38372093,0.0,0.114132199,0,0,27282
0,0.134758409,0.703703704,0.115177629,0.158341413,0.7,0.046374,0,0.65,0.962962963,1.0,0.882352941,0.848484848,0.315151515,1.0,0.441860465,0.476744186,0.058823529,0.999811928,0,0,43353
1,0.922319608,0.481481481,0.094185453,0.244211097,0.65,0.104112,0,0.6,0.962962963,0.976744186,0.617647059,0.515151515,0.333333333,1.0,0.418604651,0.441860465,0.0,0.978988119,0,0,16373
1,0.898703281,0.62962963,0.171578378,0.233613431,0.65,0.076751,0,0.55,0.962962963,0.88372093,0.382352941,0.303030303,0.363636364,1.0,0.395348837,0.418604651,0.0,0.978910101,0,0,16016
1,0.016980739,0.62962963,0.096183746,0.059926038,0.5,0.074327,0,0.575,0.981481481,0.976744186,0.588235294,0.787878788,0.375757576,1.0,0.465116279,0.406976744,0.176470588,0.99680934,0,0,40293
0,0.015679451,0.333333333,0.0,0.446206359,0.45,0.0,0,0.85,0.981481481,1.0,1.0,0.909090909,0.496969697,1.0,0.465116279,0.360465116,0.058823529,0.000154944,0,0,15742
1,0.951576669,0.592592593,0.106924822,0.254298182,0.6,0.053479,0,0.575,0.962962963,0.860465116,0.338235294,0.636363636,0.390909091,1.0,0.395348837,0.38372093,0.0,0.979027675,0,0,16554
0,0.052547138,0.333333333,0.0,0.117677779,0.45,0.0,0,0.775,0.981481481,1.0,1.0,0.939393939,0.46969697,1.0,0.372093023,0.720930233,0.0,0.05367718,0,0,28383
0,0.026709754,0.481481481,5.05e-06,0.951228954,0.5,1e-06,0,0.75,0.981481481,1.0,1.0,0.878787879,0.406060606,1.0,0.441860465,0.418604651,0.058823529,0.000602593,0,0,2817
1,0.009370172,0.333333333,0.000829423,0.027502964,0.5,0.044843,0,0.75,0.981481481,1.0,0.926470588,0.666666667,0.445454545,1.0,0.465116279,0.395348837,0.0,0.888633209,0,0,9964
0,0.033732855,0.333333333,0.0,0.954573616,0.45,0.0,0,0.775,0.981481481,1.0,1.0,0.939393939,0.496969697,1.0,0.395348837,0.348837209,0.058823529,0.000739835,0,0,3445
1,0.075108744,0.814814815,0.051390874,0.062465868,0.7,0.195997,0,0.475,0.962962963,0.976744186,0.779411765,0.696969697,0.333333333,1.0,0.465116279,0.453488372,0.0,0.925941849,0,0,36562
1,0.00842675,0.777777778,0.123235456,0.004992237,0.65,0.148348,0,0.5,0.962962963,1.0,0.911764706,0.636363636,0.342424242,1.0,0.465116279,0.441860465,0.0,0.925924147,0,0,25044
0,0.014930012,0.481481481,0.0,0.018267559,0.55,0.019922,0,0.65,0.962962963,0.976744186,0.676470588,0.636363636,0.284848485,1.0,0.418604651,0.848837209,0.823529412,0.999920979,0,0,44579
1,0.968410238,0.333333333,0.058589981,0.272082133,0.3,0.094222,0,0.525,0.981481481,0.976744186,0.617647059,0.757575758,0.354545455,1.0,0.418604651,0.453488372,0.0,0.979537493,0,0,31800
1,0.009157948,0.222222222,0.869189621,0.010958455,0.3,1.0,0,0.475,0.0,0.976744186,0.735294118,0.545454545,0.921212121,0.0,0.046511628,0.023255814,0.0,0.997750898,0,0,38195
1,0.36666607,0.814814815,0.159533058,0.891203975,0.8,0.105061,0,0.525,0.962962963,1.0,1.0,0.727272727,0.306060606,1.0,0.465116279,0.476744186,0.0,0.923247764,0,0,33287
1,0.014172536,0.444444444,0.000169724,0.036398853,0.5,0.010023,0,0.425,0.981481481,0.976744186,0.779411765,0.696969697,0.424242424,1.0,0.441860465,0.395348837,0.0,0.888930421,0,0,11324
0,0.033717456,0.333333333,0.0,0.954515532,0.45,0.0,0,0.775,0.981481481,1.0,1.0,0.848484848,0.496969697,1.0,0.465116279,0.395348837,0.058823529,0.000707491,0,0,3297
0,0.01617176,0.444444444,0.0,0.418511855,0.45,7.6e-05,0,0.625,0.981481481,1.0,0.911764706,0.878787879,0.46969697,1.0,0.418604651,0.709302326,0.0,0.073643534,0,0,24021
1,0.01736074,0.814814815,0.135823285,0.009655254,0.8,0.058346,0,0.55,0.962962963,1.0,0.897058824,0.666666667,0.324242424,1.0,0.395348837,0.453488372,0.0,0.926036257,0,0,25557
0,0.033558133,0.518518519,0.0,0.953254732,0.45,0.000333,0,0.825,0.981481481,1.0,1.0,0.878787879,0.46969697,1.0,0.441860465,0.720930233,0.058823529,0.000660287,0,0,3081
0,0.133801928,0.703703704,0.054661083,0.157095641,0.65,0.060943,0,0.575,0.962962963,1.0,1.0,0.878787879,0.354545455,1.0,0.465116279,0.453488372,0.058823529,0.999777399,0,0,43037
0,0.052458293,0.333333333,0.0,0.117338213,0.45,0.0,0,0.775,0.981481481,1.0,1.0,0.878787879,0.445454545,1.0,0.488372093,0.720930233,0.0,0.053488144,0,0,27518
1,0.001419924,0.333333333,0.0,0.028926802,0.2,0.300674,0,0.75,0.981481481,0.976744186,0.794117647,0.757575758,0.536363636,1.0,0.441860465,0.348837209,0.294117647,0.998285713,0,0,36152
0,0.015673399,0.333333333,0.0,0.446184006,0.45,0.0,0,0.8,0.981481481,1.0,1.0,0.909090909,0.424242424,1.0,0.534883721,0.395348837,0.058823529,0.000142487,0,0,15685
1,0.971544368,0.37037037,0.009387328,0.279463126,0.7,0.013356,0,0.525,0.962962963,0.953488372,0.544117647,0.545454545,0.324242424,1.0,0.441860465,0.476744186,0.0,0.979783322,0,0,42160
1,0.661458392,0.740740741,0.077358576,0.997968534,0.7,0.079296,0,0.4,0.962962963,1.0,1.0,0.727272727,0.445454545,1.0,0.418604651,0.406976744,0.0,0.925605223,0,0,5869
1,0.001477472,0.555555556,0.078043532,0.020693212,0.4,0.09923,0,0.425,0.981481481,0.976744186,0.676470588,0.666666667,0.375757576,1.0,0.488372093,0.476744186,0.705882353,0.998234138,0,0,35209
0,0.003763227,0.37037037,0.0,0.009262167,0.55,0.019523,0,0.475,0.981481481,0.976744186,0.602941176,0.787878788,0.424242424,1.0,0.418604651,0.395348837,0.0,0.114113186,0,0,27195
0,0.001395251,0.555555556,0.0,0.009827391,0.55,0.0,0,0.6,0.981481481,1.0,0.970588235,0.96969697,0.324242424,1.0,0.418604651,0.488372093,0.176470588,0.074820501,0,0,21960
1,0.075626969,0.481481481,0.030510838,0.021864236,0.2,0.139326,0,0.4,0.981481481,0.976744186,0.602941176,0.545454545,0.354545455,1.0,0.395348837,0.430232558,0.0,0.887770008,0,0,8150
1,0.354591907,0.814814815,0.068803702,0.846044648,0.7,0.074458,0,0.525,0.962962963,1.0,1.0,0.727272727,0.354545455,1.0,0.395348837,0.441860465,0.0,0.923205149,0,0,33092
0,0.033722481,0.333333333,0.0,0.954534333,0.45,1e-06,0,0.725,0.981481481,1.0,1.0,0.909090909,0.424242424,1.0,0.418604651,0.744186047,0.058823529,0.000717981,0,0,3345
1,0.003370519,0.222222222,0.837324025,0.010712991,0.3,1.0,0,0.475,0.962962963,0.976744186,0.735294118,0.545454545,0.921212121,0.0,0.0,0.034883721,0.0,0.996675948,0,0,31650
1,0.013876062,0.851851852,0.066373018,0.007454238,0.6,0.13592,0,0.425,0.962962963,1.0,1.0,0.757575758,0.445454545,1.0,0.441860465,0.406976744,0.0,0.925989709,0,0,25344
1,0.238125708,0.407407407,0.0,0.017786319,0.45,0.001627,0,0.65,0.981481481,0.976744186,0.75,0.727272727,0.324242424,1.0,0.511627907,0.511627907,0.0,0.889453958,0,0,13704
1,0.236340818,0.407407407,1.01e-06,0.013286494,0.5,0.021392,0,0.575,0.981481481,0.976744186,0.808823529,0.757575758,0.445454545,1.0,0.395348837,0.395348837,0.0,0.889315405,0,0,13070
1,0.969082291,0.37037037,0.00023539,0.274004748,0.5,0.012735,0,0.475,0.981481481,0.976744186,0.735294118,0.666666667,0.46969697,1.0,0.465116279,0.360465116,0.0,0.979601743,0,0,32094
0,0.015533816,0.407407407,0.0,0.445196839,0.55,0.0,0,0.8,0.981481481,1.0,1.0,0.939393939,0.406060606,1.0,0.418604651,0.755813953,0.058823529,8.02e-05,0,0,15400
1,0.010154115,0.444444444,0.052715324,0.036935283,0.45,0.080452,0,0.5,1.0,0.976744186,0.632352941,0.515151515,0.203030303,1.0,0.465116279,0.569767442,0.176470588,0.997296401,0,0,20104
0,0.002230637,0.851851852,0.05227182,0.005385958,0.65,0.045469,0,0.4,0.981481481,0.976744186,0.632352941,0.818181818,0.424242424,1.0,0.441860465,0.418604651,0.0,0.113990367,0,0,26633
0,0.003963319,0.481481481,0.0,0.00989972,0.75,0.107681,0,0.425,0.981481481,0.976744186,0.647058824,0.757575758,0.406060606,1.0,0.418604651,0.453488372,0.0,0.114135477,0,0,27297
0,0.002884697,0.333333333,0.000136385,0.006882043,0.5,0.02037,0,0.5,0.981481481,0.976744186,0.75,0.818181818,0.424242424,1.0,0.395348837,0.395348837,0.0,0.114032108,0,0,26824
0,0.005712352,0.703703704,0.144930772,0.188922274,0.65,0.145065,0,0.65,0.962962963,1.0,1.0,0.96969697,0.333333333,1.0,0.395348837,0.430232558,0.0,0.075604776,0,0,4000
1,0.01022555,0.37037037,0.0,0.032759407,0.45,0.011353,0,0.75,0.981481481,1.0,0.926470588,0.666666667,0.424242424,1.0,0.418604651,0.744186047,0.0,0.888810662,0,0,10776
1,0.018656114,0.592592593,0.01761993,0.00474265,0.6,0.01383,0,0.425,0.962962963,0.976744186,0.661764706,0.545454545,0.375757576,1.0,0.418604651,0.430232558,0.235294118,0.996818956,0,0,40426
0,0.003344971,0.703703704,0.0,0.008041538,0.45,2.5e-05,0,0.525,0.981481481,0.976744186,0.661764706,0.727272727,0.424242424,1.0,0.441860465,0.395348837,0.0,0.114071445,0,0,27004
1,5.24e-05,0.333333333,0.0,0.003008596,0.65,0.046115,0,0.4,0.962962963,0.953488372,0.5,0.727272727,0.587878788,1.0,0.441860465,0.279069767,0.176470588,0.996667644,0,0,31575
1,0.023879392,0.703703704,0.215596381,0.075751926,0.2,0.073898,0,0.375,0.981481481,0.976744186,0.647058824,0.696969697,0.536363636,1.0,0.418604651,0.325581395,0.176470588,0.997531785,0,0,28885
0,0.005092194,0.888888889,0.133101647,0.145738725,0.4,0.129001,0,0.6,0.981481481,1.0,1.0,0.96969697,0.266666667,1.0,0.372093023,0.476744186,0.0,0.075583578,0,0,3903
0,0.003948962,0.333333333,1.01e-05,0.00984061,0.5,0.004169,0,0.425,0.981481481,0.976744186,0.632352941,0.757575758,0.46969697,1.0,0.372093023,0.406976744,0.0,0.114133729,0,0,27289
1,0.009593858,0.333333333,0.0,0.028754859,0.5,0.019634,0,0.75,0.981481481,1.0,0.882352941,0.696969697,0.445454545,1.0,0.395348837,0.38372093,0.0,0.888674294,0,0,10152
0,0.000953645,0.444444444,0.0,0.007807934,0.8,0.0,0,0.65,0.981481481,1.0,1.0,0.909090909,0.46969697,1.0,0.441860465,0.38372093,0.176470588,0.074757999,0,0,21674
0,0.003569313,0.814814815,0.0,0.008594964,0.65,0.005987,0,0.425,0.981481481,0.953488372,0.573529412,0.787878788,0.324242424,1.0,0.511627907,0.465116279,0.0,0.114090458,0,0,27091
1,0.039328326,0.62962963,0.116089893,0.012919404,0.7,0.075499,0,0.45,0.962962963,0.976744186,0.705882353,0.666666667,0.354545455,1.0,0.441860465,0.453488372,0.235294118,0.997070649,0,0,14060
1,0.009392603,0.333333333,0.0,0.027622867,0.45,0.002258,0,0.725,0.981481481,1.0,0.911764706,0.696969697,0.363636364,1.0,0.395348837,0.441860465,0.0,0.888636924,0,0,9981
0,0.004046324,0.444444444,0.000114159,0.010108786,0.2,0.073078,0,0.4,0.981481481,0.976744186,0.588235294,0.727272727,0.424242424,1.0,0.372093023,0.395348837,0.0,0.114142907,0,0,27331
1,0.007914184,0.222222222,0.726109643,0.010905762,0.3,1.0,0,0.475,0.0,0.976744186,0.735294118,0.545454545,0.921212121,0.0,0.046511628,0.046511628,0.0,0.997519984,0,0,28722
0,0.00981871,0.333333333,0.0,0.325244103,0.45,0.0,0,0.7,0.981481481,1.0,1.0,0.96969697,0.424242424,1.0,0.465116279,0.418604651,0.0,0.075725033,0,0,4474
0,0.015090738,0.333333333,0.0,0.44274277,0.5,0.0,0,0.8,0.981481481,1.0,1.0,0.939393939,0.354545455,1.0,0.441860465,0.441860465,0.058823529,2.19e-06,0,0,15043
0,0.006439171,0.814814815,0.095114892,0.161185144,0.7,0.080531,0,0.55,0.962962963,1.0,1.0,0.848484848,0.333333333,1.0,0.395348837,0.430232558,0.058823529,0.056253667,0,0,23303
0,0.006899038,0.666666667,0.051785886,0.002997249,0.4,0.12138,0,0.575,0.981481481,1.0,0.955882353,0.666666667,0.496969697,1.0,0.418604651,0.302325581,1.0,0.999981206,0,0,44985
0,0.003599106,0.407407407,7.07e-06,0.013910738,0.55,0.014199,0,0.525,0.962962963,0.976744186,0.676470588,0.575757576,0.221212121,1.0,0.441860465,0.546511628,0.823529412,0.999784392,0,0,43102
0,0.010093081,0.333333333,0.0,0.326851624,0.45,0.0,0,0.75,0.981481481,1.0,1.0,0.96969697,0.46969697,1.0,0.465116279,0.709302326,0.0,0.07585703,0,0,5078
1,0.003664309,0.740740741,0.09233971,0.002765748,0.65,0.151036,0,0.5,0.962962963,1.0,0.867647059,0.636363636,0.390909091,1.0,0.418604651,0.430232558,0.0,0.925861863,0,0,24759
0,0.001466515,0.62962963,0.0,0.010214821,0.55,0.036453,0,0.6,0.981481481,1.0,1.0,0.939393939,0.424242424,1.0,0.441860465,0.395348837,0.176470588,0.074832083,0,0,22013
1,0.000405485,0.333333333,0.0,0.003806333,0.45,0.006854,0,0.55,1.0,0.976744186,0.735294118,0.787878788,0.46969697,1.0,0.395348837,0.38372093,0.294117647,0.997984735,0,0,2492
0,0.003800977,0.814814815,0.09089908,0.116344758,0.65,0.08782,0,0.575,0.962962963,1.0,1.0,0.96969697,0.3,1.0,0.441860465,0.441860465,0.0,0.075552545,0,0,3832
0,0.135741795,0.333333333,0.053238638,0.159707021,0.75,0.120463,0,0.35,0.962962963,1.0,0.794117647,0.636363636,0.284848485,1.0,0.534883721,0.511627907,0.058823529,0.999849079,0,0,43693
1,0.009136612,0.222222222,0.76047361,0.010957689,0.3,1.0,0,0.475,0.0,0.976744186,0.735294118,0.545454545,0.912121212,0.0,0.0,0.023255814,0.0,0.997746964,0,0,38141
0,0.006543832,0.333333333,0.0,0.016850733,0.45,0.0,0,0.525,0.981481481,1.0,1.0,0.878787879,0.46969697,1.0,0.465116279,0.372093023,0.058823529,0.055124527,0,0,26197
1,0.971964863,0.518518519,0.016940026,0.280890416,0.3,0.086633,0,0.55,0.981481481,0.953488372,0.588235294,0.787878788,0.363636364,1.0,0.418604651,0.441860465,0.0,0.9798314,0,0,42380
0,0.134588808,0.851851852,0.187797079,0.158104266,0.6,0.123047,0,0.625,0.962962963,1.0,0.941176471,0.878787879,0.315151515,1.0,0.418604651,0.441860465,0.058823529,0.999805153,0,0,43291
0,0.003679699,0.481481481,0.0,0.00898354,0.0,0.054475,0,0.35,0.981481481,0.976744186,0.661764706,0.757575758,0.406060606,1.0,0.441860465,0.406976744,0.0,0.114103789,0,0,27152
